favorite_count,hashtag,retweet_count,tweet_id
10207,None,3272,768193404517830656
4476,None,1266,767884188863397888
15004,None,4965,767754930266464257
7067,None,2154,767500508068192258
11554,None,3481,767191397493538821
9570,None,2653,767122157629476866
4757,None,1260,766793450729734144
2464,None,348,766714921925144576
3801,None,730,766693177336135680
5648,None,1459,766423258543644672
6355,None,1736,766313316352462849
0,None,2427,766078092750233600
3953,None,779,766069199026450432
3546,None,461,766008592277377025
6816,None,1997,765719909049503744
4864,None,1133,765669560888528897
25152,None,3119,765395769549590528
6687,None,2008,765371061932261376
10941,None,3122,765222098633691136
6090,None,1652,764857477905154048
5654,None,1395,764259802650378240
735,None,50,763956972077010945
11781,None,3824,763837565564780549
5067,None,1361,763183847194451968
0,None,2757,763167063695355904
6946,None,2125,763103485927849985
11381,None,3318,762699858130116608
10531,None,5928,762471784394268675
9661,None,3843,762464539388485633
4508,None,1030,762316489655476224
29858,None,14325,762035686371364864
5052,None,1831,761976711479193600
0,None,3594,761750502866649088
4030,None,794,761745352076779520
46340,None,26788,761672994376806400
3891,None,1102,761599872357261312
0,None,16680,761371037149827077
4841,None,1342,761334018830917632
4200,None,1002,761292947749015552
5011,None,1450,761227390836215808
10660,None,3218,761004547850530816
3580,None,890,760893934457552897
6190,None,1753,760656994973933572
4687,None,1192,760641137271070720
7087,None,3351,760539183865880579
3931,None,1288,760521673607086080
25127,None,10583,760290219849637889
3713,None,798,760252756032651264
5363,None,1655,760190180481531904
0,None,28,760153949710192640
5541,None,1936,759943073749200896
6300,None,1801,759846353224826880
5591,None,1765,759793422261743616
4409,None,1106,759557299618865152
7954,None,2278,759447681597108224
1564,None,453,759446261539934208
5710,None,1804,759197388317847553
0,None,1068,759159934323924993
13650,None,3830,759099523532779520
6085,None,1851,759047813560868866
3331,None,843,758854675097526272
10496,None,3563,758828659922702336
5387,None,1500,758740312047005698
3568,None,918,758474966123810816
4482,None,2032,758467244762497024
4886,None,1768,758405701903519748
3163,None,967,758355060040593408
17756,None,9169,758099635764359168
2537,None,339,758041019896193024
6434,None,3032,757741869644341248
0,None,7218,757729163776290825
4260,None,1114,757725642876129280
4300,None,1011,757611664640446465
0,None,278,757597904299253760
4079,None,959,757596066325864448
14160,None,6332,757400162377592832
5457,None,1580,757393109802180609
4218,None,1302,757354760399941633
5885,None,1836,756998049151549440
6231,None,1843,756939218950160384
4712,None,1193,756651752796094464
9725,None,3307,756526248105566208
3710,None,1007,756303284449767430
41264,None,16340,756288534030475264
5990,None,1409,756275833623502848
6838,None,2637,755955933503782912
15327,None,4920,755206590534418437
19778,None,10204,755110668769038337
0,None,7257,754874841593970688
6458,None,2314,754856583969079297
2423,None,478,754747087846248448
4942,None,1796,754482103782404096
3510,None,673,754449512966619136
7407,None,2164,754120377874386944
5466,None,1999,753655901052166144
7362,None,3244,753420520834629632
5371,None,1736,753398408988139520
7158,None,2140,753375668877008896
0,None,5217,753298634498793472
3131,None,961,753294487569522689
34644,None,19222,753039830821511168
3663,None,879,753026973505581056
11780,None,6303,752932432744185856
6516,None,1445,752917284578922496
0,None,2624,752701944171524096
5617,None,1463,752682090207055872
4085,None,1425,752660715232722944
5124,None,2093,752568224206688256
6874,None,3160,752519690950500352
3599,None,1010,752334515931054080
0,None,14923,752309394570878976
5558,None,1674,752173152931807232
2855,None,832,751950017322246144
4845,None,1202,751937170840121344
5448,None,1791,751830394383790080
5405,None,2623,751793661361422336
7424,None,2836,751598357617971201
4113,None,1006,751583847268179968
4732,None,1149,751538714308972544
3018,None,925,751456908746354688
11752,None,5398,751251247299190784
5916,None,1668,751205363882532864
4737,None,1188,751132876104687617
4473,None,1252,750868782890057730
12281,None,4596,750719632563142656
4147,None,1056,750506206503038976
12324,None,3928,750429297815552001
