favorite_count,hashtag,retweet_count,tweet_id
4275,None,1042,750383411068534784
670,None,27,750381685133418496
2920,None,877,750147208377409536
3381,None,1184,750132105863102464
4064,None,1214,750117059602808832
2853,None,777,750101899009982464
2028,None,493,750086836815486976
7267,None,3038,750071704093859840
2961,None,822,750056684286914561
2971,None,568,750041628174217216
2536,None,721,750026558547456000
3018,None,821,750011400160841729
2840,None,758,749996283729883136
4788,None,2280,749981277374128128
4359,None,1214,749774190421639168
5702,None,1518,749417653287129088
2446,None,493,749403093750648834
7975,None,3158,749395845976588288
5108,None,2053,749317047558017024
5379,None,1892,749075273010798592
4508,None,1409,749064354620928000
2887,None,732,749036806121881602
10048,None,3139,748977405889503236
5421,None,2064,748932637671223296
2589,BarkWeek,879,748705597323898880
4422,None,1460,748699167502000129
3963,None,1230,748692773788876800
5648,None,1815,748575535303884801
2053,None,611,748568946752774144
4865,None,1124,748346686624440324
7078,BarkWeek,3744,748337862848962560
3463,None,696,748324050481647620
3448,None,656,748307329658011649
13162,None,7130,748220828303695873
5396,None,1962,747963614829678593
6183,None,2362,747933425676525569
2727,None,882,747885874273214464
2633,BarkWeek,677,747844099428986880
4509,None,1061,747816857231626240
1275,None,144,747651430853525504
11997,None,5342,747648653817413632
2173,None,523,747600769478692864
3431,None,952,747594051852075008
5142,None,1478,747512671126323200
3605,None,950,747461612269887489
5045,None,1753,747439450712596480
0,None,2639,747242308580548608
4901,None,1444,747219827526344708
3131,None,833,747204161125646336
8909,None,3634,747103485104099331
2726,None,271,746906459439529985
5583,None,1953,746872823977771008
4956,None,1599,746818907684614144
4529,None,1467,746790600704425984
8866,None,3563,746757706116112384
5644,None,1642,746726898085036033
4701,None,1748,746542875601690625
0,None,901,746521445350707200
4344,None,991,746507379341139972
5777,None,1491,746369468511756288
6409,None,2007,746131877086527488
3330,None,743,746056683365994496
3682,None,967,745789745784041472
6518,None,2135,745712589599014916
6554,None,2316,745433870967832576
7959,None,2208,745422732645535745
6618,None,2487,745314880350101504
7290,None,3190,745074613265149952
6769,None,2058,745057283344719872
2750,None,569,744995568523612160
7318,None,2452,744971049620602880
5235,None,1442,744709971296780288
6348,None,1939,744334592493166593
145004,None,70821,744234799360020481
1535,None,327,744223424764059648
3906,None,1006,743980027717509120
3411,None,881,743895849529389061
0,None,1877,743835915802583040
4166,None,1270,743609206067040256
16993,None,5973,743595368194129920
3288,None,863,743545585370791937
7421,None,3421,743510151680958465
3936,None,1125,743253157753532416
5744,None,1745,743222593470234624
3561,None,1239,743210557239623680
6575,None,3287,742534281772302336
4115,None,1797,742528092657332225
6767,None,3613,742465774154047488
9118,None,3429,742423170473463808
6302,None,1780,742385895052087300
4012,None,1249,742161199639494656
4726,None,1404,742150209887731712
4223,None,1388,741793263812808706
7562,None,2507,741743634094141440
3426,None,749,741438259667034112
8149,None,2930,741303864243200000
9252,None,5033,741099773336379392
8879,None,2818,741067306818797568
5843,None,2478,740995100998766593
3155,None,865,740711788199743490
2652,None,710,740699697422163968
16867,None,6228,740676976021798912
32572,None,12153,740373189193256964
2255,None,389,740365076218183684
3052,None,798,740359016048689152
6196,None,1791,740214038584557568
18540,None,5391,739979191639244800
3764,None,988,739932936087216128
3538,None,792,739844404073074688
3503,None,1242,739623569819336705
5003,None,1496,739606147276148736
36527,None,19303,739544079319588864
6613,None,2646,739485634323156992
107341,None,52955,739238157791694849
91,None,6,738891149612572673
3504,None,1047,738885046782832640
3054,None,724,738883359779196928
4713,None,1402,738537504001953792
3020,None,744,738402415918125056
3988,None,1110,738184450748633089
8096,None,3045,738166403467907072
2293,None,587,738156290900254721
4843,None,1613,737826014890496000
9290,None,3179,737800304142471168
4642,None,1203,737678689543020544
9472,None,4075,737445876994609152
3330,None,737,737322739594330112
13559,None,6766,737310737551491075
3895,None,1545,736736130620620800
16378,None,6675,736392552031657984
3684,None,1118,736365877722001409
7504,None,2552,736225175608430592
7270,None,2711,736010884653420544
3304,None,1038,735991953473572864
3739,None,1017,735648611367784448
5682,None,2148,735635087207878657
12061,None,4556,735274964362878976
3074,None,804,735256018284875776
2884,None,886,735137028879360001
2550,None,472,734912297295085568
11588,None,5769,734787690684657664
2328,None,490,734776360183431168
1378,None,355,734559631394082816
3313,None,718,733828123016450049
3394,None,932,733822306246479872
2886,None,855,733482008106668032
3871,None,1142,733460102733135873
49435,None,15558,733109485275860992
2235,None,484,732732193018155009
3301,None,801,732726085725589504
3369,None,713,732585889486888962
7449,None,2290,732375214819057664
13724,None,4889,732005617171337216
3225,None,904,731285275100512256
3555,None,1145,731156023742988288
5653,None,1794,730924654643314689
4482,None,1920,730573383004487680
3210,None,943,730427201120833536
3510,None,960,730211855403241472
4454,None,1713,730196704625098752
3721,None,1019,729854734790754305
1606,None,339,729838605770891264
3666,None,1129,729823566028484608
5339,None,2101,729463711119904772
1745,None,288,729113531270991872
2899,None,742,728986383096946689
4307,None,1547,728760639972315136
2555,None,619,728751179681943552
3068,None,950,728653952833728512
4513,None,1829,728409960103686147
3432,None,880,728387165835677696
3952,None,1086,728046963732717569
4173,None,1516,728035342121635841
3794,None,993,728015554473250816
2738,None,577,727685679342333952
5406,None,1594,727644517743104000
4124,None,1090,727524757080539137
3074,None,673,727314416056803329
2837,None,748,727286334147182592
3606,None,1248,727175381690781696
3337,None,1202,727155742655025152
6327,None,2215,726935089318363137
3538,None,1373,726887082820554753
3314,None,921,726828223124897792
4091,None,1044,726224900189511680
6542,None,2427,725842289046749185
3858,None,1251,725786712245440512
4809,None,1612,725729321944506368
1308,None,558,725458796924002305
3452,None,1172,724983749226668032
2163,None,568,724771698126512129
4885,None,1517,724405726123311104
3992,None,1626,724049859469295616
2462,None,513,724046343203856385
3842,None,1396,724004602748780546
3600,None,1131,723912936180330496
7061,None,2652,723688335806480385
2796,None,816,723673163800948736
4878,None,1696,723179728551723008
3780,None,1444,722974582966214656
4600,None,1496,722613351520608256
4249,None,1650,721503162398597120
2352,None,552,721001180231503872
2868,None,700,720785406564900865
2263,None,572,720775346191278080
3812,None,1369,720415127506415616
5888,None,2271,720389942216527872
2632,None,882,720340705894408192
3570,None,1022,720059472081784833
4587,None,1822,720043174954147842
4497,None,1600,719991154352222208
4192,None,1302,719704490224398336
4663,None,1717,719551379208073216
2609,None,692,719367763014393856
4118,None,1123,719339463458033665
3187,None,861,719332531645071360
3219,None,986,718971898235854848
4817,None,1588,718939241951195136
17413,None,7258,718631497683582976
2264,None,430,718613305783398402
2246,None,927,718540630683709445
2514,None,480,718460005985447936
4519,None,1384,718454725339934721
1765,None,448,718246886998687744
3580,None,915,718234618122661888
2280,None,545,717841801130979328
2640,None,992,717790033953034240
5339,None,1667,717537687239008257
1481,None,408,717428917016076293
2900,None,761,717421804990701568
5820,None,1746,717047459982213120
2988,None,874,717009362452090881
3976,None,1052,716802964044845056
7760,None,1460,716791146589110272
1139,None,397,716730379797970944
12052,None,5330,716447146686459905
2205,FinalFur,191,716439118184652801
2565,None,969,716285507865542656
6269,None,1714,716080869887381504
2941,None,796,715928423106027520
3428,None,1294,715758151270801409
4303,None,1536,715733265223708672
2570,None,515,715704790270025728
3622,None,1171,715696743237730304
3984,None,1449,715680795826982913
5051,None,1415,715360349751484417
2799,None,627,715342466308784130
2224,None,591,715220193576927233
4764,None,1690,715200624753819648
3832,None,1107,715009755312439296
3444,None,937,714982300363173890
6771,None,3850,714962719905021952
3826,None,1284,714957620017307648
3021,None,901,714631576617938945
3357,None,834,714606013974974464
2464,None,1013,714485234495041536
2831,None,672,714258258790387713
3035,None,764,714251586676113411
2122,None,802,714214115368108032
4015,None,1285,714141408463036416
3053,None,724,713919462244790272
1755,None,486,713909862279876608
2629,None,665,713900603437621249
4478,None,1244,713761197720473600
4105,None,1191,713411074226274305
6669,None,2603,713177543487135744
4100,None,1337,713175907180089344
17607,None,6106,712809025985978368
11360,None,4524,712717840512598017
3840,None,1103,712668654853337088
4922,None,1423,712438159032893441
222,None,24,712309440758808576
3476,None,941,712097430750289920
2717,None,814,712092745624633345
3026,None,439,712085617388212225
2080,None,570,712065007010385924
0,LoveTwitter,122,711998809858043904
7437,None,2100,711968124745228288
2628,None,912,711743778164514816
8118,None,3705,711732680602345472
30356,None,16680,711694788429553666
3563,None,823,711652651650457602
3335,None,1021,711363825979756544
3063,None,681,711306686208872448
2753,None,560,711008018775851008
4227,None,1269,710997087345876993
2358,None,614,710844581445812225
2478,None,477,710833117892898816
2146,None,515,710658690886586372
4448,None,2166,710609963652087808
4188,None,1702,710588934686908417
2210,None,672,710296729921429505
2000,None,482,710283270106132480
4158,None,1146,710272297844797440
2205,None,1019,710269109699739648
2693,None,814,710153181850935296
2527,None,807,710140971284037632
5043,None,1787,710117014656950272
3239,None,997,709918798883774466
609,None,92,709901256215666688
3244,None,1093,709852847387627521
3264,None,1079,709566166965075968
3029,None,976,709556954897764353
1390,None,219,709519240576036864
2030,None,520,709449600415961088
2432,None,617,709409458133323776
2216,None,523,709225125749587968
11459,None,5205,709207347839836162
2275,None,591,709198395643068416
1861,None,612,709179584944730112
1882,None,367,709158332880297985
4353,None,1486,709042156699303936
1672,None,595,708853462201716736
2749,None,806,708845821941387268
1556,None,452,708834316713893888
15271,None,6276,708810915978854401
2550,None,744,708738143638450176
2346,None,642,708711088997666817
2348,None,619,708479650088034305
2863,None,733,708469915515297792
14714,None,9107,708400866336894977
3312,None,1202,708356463048204288
2194,None,678,708349470027751425
3997,None,1415,708149363256774660
3107,None,786,708130923141795840
2489,None,899,708119489313951744
1808,None,502,708109389455101952
4077,None,1755,708026248782585858
2881,None,1018,707995814724026368
45,None,2,707983188426153984
2495,None,870,707969809498152960
3015,None,875,707776935007539200
2295,None,558,707741517457260545
3743,None,2212,707738799544082433
3134,None,920,707693576495472641
2361,None,788,707629649552134146
15655,None,5746,707610948723478529
2077,None,637,707420581654872064
2121,None,547,707411934438625280
3228,None,1151,707387676719185920
3022,None,979,707377100785885184
2289,None,580,707315916783140866
2589,None,713,707297311098011648
2408,None,619,707059547140169728
2022,None,720,707038192327901184
3744,None,1227,707021089608753152
2121,None,546,707014260413456384
13476,None,7137,706904523814649856
1893,None,528,706901761596989440
3034,None,896,706681918348251136
2355,None,990,706644897839910912
1992,None,582,706593038911545345
3203,None,1300,706538006853918722
2883,None,933,706516534877929472
3184,None,845,706346369204748288
19598,None,7164,706310011488698368
1572,None,439,706291001778950144
2523,None,852,706265994973601792
3602,None,2007,706169069255446529
4751,None,1460,706166467411222528
1365,None,346,706153300320784384
2868,None,667,705975130514706432
2936,None,801,705970349788291072
2196,None,497,705898680587526145
1800,None,469,705786532653883392
2926,None,1036,705591895322394625
2754,None,833,705475953783398401
4079,None,1465,705442520700944385
3528,None,1526,705428427625635840
2780,None,679,705239209544720384
2385,None,717,705223444686888960
1969,None,476,705102439679201280
2021,None,556,705066031337840642
3971,None,1019,704871453724954624
2077,None,477,704859558691414016
4717,None,1373,704847917308362754
2456,None,900,704819833553219584
6156,None,2639,704761120771465216
2669,None,908,704499785726889984
691,None,71,704491224099647488
3159,None,983,704480331685040129
7367,None,3240,704364645503647744
1450,None,314,704347321748819968
1391,None,413,704134088924532736
1720,None,521,704113298707505153
2700,None,845,704054845121142784
1713,None,405,703774238772166656
3021,None,1025,703769065844768768
2371,None,602,703631701117943808
3554,None,1386,703611486317502464
3510,None,1225,703425003149250560
2262,None,624,703407252292673536
3233,None,1035,703382836347330562
1772,None,347,703356393781329922
1832,None,495,703268521220972544
6837,None,2811,703079050210877440
24392,None,11354,703041949650034688
2378,None,655,702932127499816960
1490,None,413,702899151802126337
2996,None,966,702684942141153280
2024,None,509,702671118226825216
11358,None,3146,702598099714314240
2659,None,875,702539513671897089
2942,None,1388,702332542343577600
3037,None,956,702321140488925184
2289,None,696,702276748847800320
4407,None,1229,702217446468493312
3174,None,894,701981390485725185
3552,None,934,701952816642965504
3256,None,1260,701889187134500865
3132,None,1512,701805642395348998
1931,None,416,701601587219795968
2586,None,841,701570477911896070
2459,None,552,701545186879471618
11306,None,4649,701214700881756160
2049,None,511,700890391244103680
2409,None,562,700864154249383937
2285,None,453,700847567345688576
2263,None,864,700796979434098688
21073,None,8477,700747788515020802
2403,None,723,700518061187723268
2117,None,524,700505138482569216
3793,None,1628,700462010979500032
2440,None,658,700167517596164096
2062,None,611,700151421916807169
6948,None,2446,700143752053182464
2454,None,615,700062718104104960
1922,None,532,700029284593901568
3040,None,1206,700002074055016451
2782,None,852,699801817392291840
2068,None,471,699788877217865730
2513,None,1112,699779630832685056
1814,None,543,699775878809702401
9499,None,4171,699691744225525762
5529,None,2402,699446877801091073
2036,None,467,699434518667751424
1253,None,290,699423671849451520
1935,None,574,699413908797464576
1757,None,395,699370870310113280
2912,None,784,699323444782047232
2092,None,570,699088579889332224
2264,None,576,699079609774645248
2724,None,1083,699072405256409088
3443,None,1629,699060279947165696
2413,None,1094,699036661657767936
3090,None,880,698989035503689728
2494,None,833,698953797952008193
2343,None,556,698907974262222848
2278,None,621,698710712454139905
1333,None,338,698703483621523456
1198,None,315,698635131305795584
2151,None,561,698549713696649216
1710,None,398,698355670425473025
2083,None,873,698342080612007937
4418,None,1802,698262614669991936
15556,None,5466,698195409219559425
2598,None,678,698178924120031232
1418,None,307,697995514407682048
3027,None,1175,697990423684476929
2210,None,618,697943111201378304
2793,None,1059,697881462549430272
1605,None,499,697630435728322560
2902,None,926,697616773278015490
2792,None,1138,697596423848730625
1896,None,456,697575480820686848
1883,None,997,697516214579523584
2247,None,606,697482927769255936
3180,None,1277,697463031882764288
4361,None,1723,697270446429966336
3049,None,909,697259378236399616
2855,None,1059,697255105972801536
2336,None,618,697242256848379904
2929,None,942,696900204696625153
2178,None,621,696894894812565505
4462,None,1633,696886256886657024
2270,None,643,696877980375769088
1374,None,329,696754882863349760
1901,None,838,696744641916489729
2184,None,588,696713835009417216
3649,None,1574,696518437233913856
1136,None,127,696490539101908992
2319,None,930,696488710901260288
2938,None,1056,696405997980676096
1785,None,588,696100768806522880
2772,None,1058,695816827381944320
2925,None,709,695794761660297217
1712,None,666,695767669421768709
4216,None,1900,695629776980148225
4104,None,1660,695446424020918272
8018,None,3262,695409464418041856
3352,None,1306,695314793360662529
2469,None,552,695095422348574720
2623,None,999,695074328191332352
1482,None,530,695064344191721472
2443,None,718,695051054296211456
2507,None,826,694925794720792577
2547,None,842,694905863685980160
33120,None,13125,694669722378485760
1390,None,251,694356675654983680
1887,None,546,694352839993344000
1468,None,432,694342028726001664
1829,None,451,694329668942569472
3830,None,1862,694206574471057408
2719,None,844,694183373896572928
3150,None,927,694001791655137281
1743,None,361,693993230313091072
1630,None,331,693942351086120961
2485,None,523,693647888581312512
1268,None,115,693644216740769793
2363,None,379,693642232151285760
2266,None,723,693629975228977152
1420,None,339,693622659251335168
4669,None,1786,693590843962331137
1524,None,223,693582294167244802
1633,None,572,693486665285931008
3097,None,1127,693280720173801472
2205,None,735,693267061318012928
2053,None,452,693262851218264065
2666,None,673,693231807727280129
7280,None,2911,693155686491000832
1570,None,552,693109034023534592
1708,None,406,693095443459342336
2510,None,700,692919143163629568
2246,None,791,692905862751522816
1622,None,541,692901601640583168
2092,None,720,692894228850999298
2665,None,799,692828166163931137
6298,None,3316,692752401762250755
4044,None,1398,692568918515392513
2911,None,1240,692535307825213440
1709,None,370,692530551048294401
1369,None,198,692423280028966913
8674,None,3146,692417313023332352
2343,None,750,692187005137076224
1979,None,724,692158366030913536
1515,None,355,692142790915014657
3133,None,1135,692041934689402880
2680,None,873,692017291282812928
3671,None,1499,691820333922455552
7513,None,3840,691793053716221953
2609,None,890,691756958957883396
1800,None,461,691675652215414786
2207,None,503,691483041324204033
3742,None,1028,691459709405118465
2441,None,755,691444869282295808
17906,None,6935,691416866452082688
2392,None,602,691321916024623104
2769,None,797,691096613310316544
1606,None,307,691090071332753408
5459,None,2622,690989312272396288
3323,notallpuppers,1120,690959652130045952
3782,None,1759,690938899477221376
3029,None,912,690932576555528194
3511,None,1158,690735892932222976
2008,None,469,690728923253055490
2157,None,752,690690673629138944
1202,None,250,690649993829576704
279,None,14,690607260360429569
1789,None,550,690597161306841088
1744,None,406,690400367696297985
2982,None,765,690374419777196032
2458,None,798,690360449368465409
1375,None,466,690348396616552449
1545,None,370,690248561355657216
2587,None,926,690021994562220032
2313,None,664,690015576308211712
3393,None,1543,690005060500217858
1309,None,330,689999384604450816
1349,None,409,689993469801164801
1272,None,410,689977555533848577
2264,None,624,689905486972461056
2807,None,1046,689877686181715968
2023,None,689,689835978131935233
3005,None,852,689661964914655233
9555,None,3491,689659372465688576
2048,None,581,689623661272240129
10799,None,5036,689599056876867584
1905,None,406,689557536375177216
3141,None,1301,689517482558820352
2077,None,853,689289219123089408
3026,None,1005,689283819090870273
1830,None,642,689280876073582592
1058,None,225,689275259254616065
2360,None,978,689255633275777024
2866,None,900,689154315265683456
1870,None,458,689143371370250240
2502,None,775,688916208532455424
1945,None,709,688908934925697024
1931,None,711,688898160958271489
2063,None,622,688894073864884227
1279,None,326,688828561667567616
890,None,170,688804835492233216
2063,None,605,688789766343622656
2409,None,627,688547210804498433
2156,None,661,688519176466644993
8578,None,4094,688385280030670848
2082,None,763,688211956440801280
1984,None,533,688179443353796608
2624,None,702,688116655151435777
1603,None,325,688064179421470721
5040,None,2258,687841446767013888
2527,None,1014,687826841265172480
2283,None,867,687818504314159109
2205,None,660,687807801670897665
1627,None,599,687732144991551489
2247,None,767,687704180304273409
1807,None,473,687664829264453632
1765,None,530,687494652870668288
1478,None,222,687480748861947905
1833,None,483,687476254459715584
1913,None,492,687460506001633280
1754,None,555,687399393394311168
18694,None,8364,687317306314240000
4021,None,1741,687312378585812992
4983,None,2060,687127927494963200
2024,None,462,687124485711986689
5373,None,2245,687109925361856513
2175,None,876,687102708889812993
2084,None,552,687096057537363968
8002,None,2912,686947101016735744
3244,None,1260,686760001961103360
3206,None,1322,686749460672679938
3816,None,1095,686730991906516992
2615,None,735,686683045143953408
3416,None,1240,686618349602762752
1756,None,493,686606069955735556
1600,None,634,686394059078897668
3021,None,792,686386521809772549
2054,None,516,686377065986265092
2001,None,602,686358356425093120
3729,None,1529,686286779679375361
2067,None,664,686050296934563840
1063,None,105,686035780142297088
2856,None,1041,686034024800862208
2285,None,367,686007916130873345
1684,None,564,686003207160610816
1941,None,478,685973236358713344
1499,None,536,685943807276412928
6912,None,2599,685906723014619143
1889,None,110,685681090388975616
2188,None,511,685667379192414208
2980,None,1336,685663452032069632
2697,None,700,685641971164143616
30448,None,14166,685547936038666240
2814,None,1048,685532292383666176
8690,None,3594,685325112850124800
2451,None,580,685321586178670592
3038,None,946,685315239903100929
1930,None,397,685307451701334016
2847,None,1079,685268753634967552
2144,None,589,685198997565345792
3787,None,1283,685169283572338688
2219,None,328,684969860808454144
6305,None,2820,684959798585110529
2967,None,948,684940049151070208
3226,None,417,684926975086034944
3227,None,1327,684914660081053696
1719,None,467,684902183876321280
1923,None,730,684880619965411328
32432,None,19745,684830982659280897
2517,None,906,684800227459624960
8193,None,3178,684594889858887680
3818,None,1283,684588130326986752
2769,None,1109,684567543613382656
2440,None,859,684538444857667585
3575,None,1073,684481074559381504
1821,None,503,684460069371654144
7504,None,2956,684241637099323392
1148,None,184,684225744407494656
3526,None,1241,684222868335505415
1988,None,947,684200372118904832
1765,None,457,684195085588783105
3230,None,1056,684188786104872960
1869,None,595,684177701129875456
2750,None,1377,684147889187209216
1865,None,426,684122891630342144
3804,None,1300,684097758874210310
3528,None,1022,683857920510050305
1794,None,317,683852578183077888
2419,None,857,683849932751646720
2421,None,1025,683834909291606017
2590,None,973,683828599284170753
3079,None,1222,683773439333797890
5984,None,3014,683742671509258241
6803,None,2624,683515932363329536
2936,None,874,683498322573824003
2452,None,905,683481228088049664
2245,None,620,683462770029932544
3583,None,1460,683449695444799489
7060,None,2182,683391852557561860
2674,None,825,683357973142474752
2650,None,940,683142553609318400
3151,None,820,683111407806746624
2001,None,590,683098815881154561
1861,None,520,683078886620553216
2001,None,671,683030066213818368
33870,None,14921,682962037429899265
1633,None,155,682808988178739200
2288,None,1019,682788441537560576
1409,None,398,682750546109968385
1216,None,332,682697186228989953
2822,None,987,682662431982772225
1913,None,535,682638830361513985
3187,None,1047,682429480204398592
6984,None,1590,682406705142087680
2078,None,598,682393905736888321
1543,None,425,682389078323662849
2829,None,888,682303737705140231
3817,None,1078,682259524040966145
2979,None,1040,682242692827447297
16827,None,8921,682088079302213632
4550,None,1533,682059653698686977
2952,None,849,682047327939461121
6076,None,1800,682032003584274432
2876,None,1373,682003177596559360
2599,None,922,681981167097122816
2275,None,747,681891461017812993
11836,None,3698,681694085539872773
1629,None,401,681679526984871937
2429,None,820,681654059175129088
1735,None,419,681610798867845120
3260,None,1180,681579835668455424
13204,None,5217,681523177663676416
1518,None,245,681340665377193984
8567,None,3709,681339448655802368
2417,None,672,681320187870711809
3605,None,1631,681302363064414209
2965,None,858,681297372102656000
2969,None,998,681281657291280384
1335,None,237,681261549936340994
1361,None,470,681242418453299201
2244,None,441,681231109724700672
3424,None,1342,681193455364796417
2218,None,586,680970795137544192
4231,None,1825,680959110691590145
2929,None,938,680940246314430465
1923,None,394,680934982542561280
2218,None,564,680913438424612864
1614,None,326,680889648562991104
3195,None,1185,680836378243002368
1984,None,607,680805554198020098
2193,None,743,680801747103793152
2612,None,940,680798457301471234
2415,None,629,680609293079592961
3318,None,1194,680583894916304897
3894,None,1736,680497766108381184
1576,None,440,680494726643068929
2348,None,674,680473011644985345
1331,None,443,680440374763077632
1363,None,262,680221482581123072
2594,None,1050,680206703334408192
1983,None,443,680191257256136705
3569,None,1400,680176173301628928
2145,None,673,680161097740095489
3314,None,1564,680145970311643136
2119,None,858,680130881361686529
2500,None,830,680115823365742593
3308,None,1254,680100725817409536
11770,None,8165,680085611152338944
2391,None,776,680070545539371008
1804,None,582,679877062409191424
2015,None,598,679872969355714560
2256,None,557,679862121895714818
2616,None,1105,679854723806179328
2189,None,687,679844490799091713
33231,None,12627,679828447187857408
2862,None,998,679777920601223168
1915,None,719,679736210798047232
1995,None,750,679729593985699840
1540,None,426,679722016581222400
4378,None,1889,679530280114372609
2433,None,653,679527802031484928
3076,None,1149,679511351870550016
2917,None,1340,679503373272485890
1929,None,585,679475951516934144
29461,None,17048,679462823135686656
2170,None,1074,679405845277462528
19473,None,7257,679158373988876288
2557,None,927,679148763231985668
2712,None,1037,679132435750195208
5442,None,2316,679111216690831360
15509,None,7218,679062614270468097
2057,None,588,679047485189439488
2603,None,1097,679001094530465792
2074,None,1018,678991772295516161
1499,None,409,678969228704284672
2357,None,821,678800283649069056
3169,None,1031,678798276842360832
2576,None,821,678774928607469569
3229,None,1232,678767140346941444
1483,None,417,678764513869611008
6496,None,2937,678755239630127104
3406,None,1492,678740035362037760
5137,None,2194,678708137298427904
2608,None,1321,678675843183484930
1882,None,360,678643457146150913
3657,None,1373,678446151570427904
5005,None,2282,678424312106393600
3830,None,1611,678410210315247616
73579,None,28631,678399652199309312
1457,None,375,678396796259975168
1715,None,383,678389028614488064
2246,None,822,678380236862578688
1576,None,474,678341075375947776
1183,None,225,678334497360859136
10428,None,5498,678278586130948096
1452,None,327,678255464182861824
1744,None,341,678023323247357953
12397,None,5646,678021115718029313
3145,None,1527,677961670166224897
1220,None,364,677918531514703872
4400,None,1846,677895101218201600
2788,None,879,677716515794329600
3117,None,1294,677700003327029250
1115,None,287,677698403548192770
2265,None,756,677687604918272002
3038,None,1352,677673981332312066
1778,None,843,677662372920729601
1713,None,728,677644091929329666
1941,None,600,677573743309385728
1191,None,413,677565715327688705
2226,None,1019,677557565589463040
6334,None,3301,677547928504967168
970,None,204,677530072887205888
2763,None,1553,677335745548390400
1229,None,253,677334615166730240
988,None,209,677331501395156992
3342,None,1349,677328882937298944
1502,None,472,677314812125323265
1115,None,355,677301033169788928
1798,None,637,677269281705472000
3214,None,1468,677228873407442944
2486,None,815,677187300187611136
2529,None,953,676975532580409345
2028,None,720,676957860086095872
1188,None,349,676949632774234114
1959,None,777,676948236477857792
1577,None,327,676946864479084545
1880,None,668,676942428000112642
11644,None,4438,676936541936185344
2700,None,1620,676916996760600576
2052,None,650,676897532954456065
1904,None,629,676864501615042560
20764,None,13818,676821958043033607
1657,None,602,676819651066732545
1308,None,380,676811746707918848
4534,None,1804,676776431406465024
2617,None,856,676617503762681856
988,None,177,676613908052996102
1722,None,388,676606785097199616
1044,None,342,676603393314578432
4140,None,1895,676593408224403456
842,None,110,676590572941893632
2088,None,701,676588346097852417
1083,None,252,676582956622721024
2337,None,993,676575501977128964
1702,None,490,676533798876651520
1377,None,471,676496375194980353
10609,None,4189,676470639084101634
1567,None,590,676440007570247681
1267,None,302,676430933382295552
1896,None,484,676263575653122048
1092,None,251,676237365392908289
71037,None,27826,676219687039057920
1573,None,518,676215927814406144
2058,None,921,676191832485810177
1755,None,593,676146341966438401
1969,None,1030,676121918416756736
2586,None,1052,676101918813499392
2686,None,1252,676098748976615425
1186,None,393,676089483918516224
1449,None,506,675898130735476737
1925,None,765,675891555769696257
2120,None,841,675888385639251968
3783,None,1242,675878199931371520
1472,None,500,675870721063669760
2429,None,1137,675853064436391936
867,None,123,675849018447167488
2048,None,780,675845657354215424
1382,None,476,675822767435051008
958,None,208,675820929667219457
9330,None,3051,675798442703122432
1458,None,420,675781562965868544
1062,None,296,675740360753160193
1695,None,722,675710890956750848
1786,None,600,675707330206547968
583,None,86,675706639471788032
1665,None,364,675534494439489536
1067,None,333,675531475945709568
942,None,248,675522403582218240
1151,None,409,675517828909424640
15584,None,5231,675501075957489664
2827,None,1137,675497103322386432
1156,None,528,675489971617296384
1668,None,856,675483430902214656
1363,None,503,675432746517426176
1532,None,458,675372240448454658
943,None,196,675362609739206656
29500,None,14923,675354435921575936
3537,None,2004,675349384339542016
2494,None,1135,675334060156301312
3179,None,1388,675166823650848770
5610,None,2268,675153376133427200
3357,None,1503,675149409102012420
841,None,200,675147105808306176
1056,None,257,675146535592706048
1919,None,785,675145476954566656
1167,None,413,675135153782571009
1742,None,691,675113801096802304
869,None,213,675111688094527488
2523,None,1000,675109292475830276
929,None,275,675047298674663426
2426,None,1048,675015141583413248
876,None,202,675006312288268288
1395,None,406,675003128568291329
1998,None,958,674999807681908736
766,None,319,674805413498527744
2709,None,750,674800520222154752
2228,None,954,674793399141146624
987,None,219,674790488185167872
719,None,181,674788554665512960
1808,None,1050,674781762103414784
991,None,412,674774481756377088
1635,None,692,674767892831932416
700,None,200,674764817387900928
1229,None,384,674754018082705410
1314,None,402,674752233200820224
1261,None,469,674743008475090944
431,None,45,674742531037511680
968,None,328,674739953134403584
580,None,80,674737130913071104
1027,None,413,674690135443775488
1450,None,570,674670581682434048
813,None,206,674664755118911488
1283,None,430,674646392044941312
934,None,243,674644256330530816
1520,None,514,674638615994089473
1347,None,503,674632714662858753
840,None,86,674606911342424069
5575,None,1787,674468880899788800
958,None,315,674447403907457024
986,None,345,674436901579923456
1285,None,467,674422304705744896
611,None,117,674416750885273600
1071,None,402,674410619106390016
1336,None,490,674394782723014656
767,None,280,674372068062928900
507,None,66,674330906434379776
1255,None,451,674318007229923329
10161,None,6057,674307341513269249
13214,None,5156,674291837063053312
1397,None,645,674271431610523648
825,None,203,674269164442398721
1463,None,735,674265582246694913
1181,None,385,674262580978937856
1306,None,467,674255168825880576
683,None,144,674082852460433408
890,None,246,674075285688614912
5742,None,1914,674063288070742018
2953,None,1132,674053186244734976
1294,None,432,674051556661161984
1268,None,567,674045139690631169
636,None,111,674042553264685056
981,None,369,674038233588723717
761,None,181,674036086168010753
1584,None,1087,674024893172875264
1018,None,265,674019345211760640
1390,None,561,674014384960745472
1085,None,302,674008982932058114
1752,None,840,673956914389192708
1058,None,328,673919437611909120
